vendor_guid,object_type,title,description,display_name,calculation_method,calculation_int,mastery_points,ratings
checkit_calstatela-ma1090_00_S4_1627940084.7956765,outcome,00-S4: Statistical Graphs,,S4,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
